id,name,year,description,alcohol_by_volume,oak,soil,min_serve_temperature,max_serve_temperature,fun_facts,aromas,taste,fruit,earth,body,acid,tannins,alcohol,sweetness,classic_pairings,label_image,bottle_image,vineyard,appearance,region,farming,lifestyle_image,profile,tasting_tip,appearance_description,region_description
136,Ancient Lakes Cellars,2015,"About 20 years ago, when the Milbrandt family showed up to plant vines and build a winery in a desolate section of Washington’s Columbia Valley, there was plenty of snickering going on. No one believed that the Mars-like landscape could support grapevines. Not only is Ancient Lakes now an official grape-growing region, but the Milbrandts have won multiple awards from critics for their exceptional wines. Guess who’s laughing now?",12.9,Stainless Steel ,Various,,,"The topography of Washington makes Ancient Lakes Washington’s coolest region—while the
warmest region is a mere 30-minute drive away.",,"",,,2,6,0,,0,"Gewürztraminer is your go-to pairing for intensely aromatic dishes—especially Asian-inspired cuisines. The wine’s floral aromas match perfectly, and the wine’s lychee flavor tames spiciness",,https://d1zo0hr4fmj52a.cloudfront.net/wine/136/bottle_images/ancient-lakes-gewurtzraminer.png,Evergreen Vineyard,White,"Ancient Lakes of the Columbia Valley, Washington",Conventional ,https://d1zo0hr4fmj52a.cloudfront.net/wine/136/lifestyle_images/3624-my-ba-nov-2016-ancient-lakes.jpg,"Ancient Lakes Cellars Gewürztraminer is just like the examples you find in Alsace and Germany—full of enticing floral notes and lychee aroma and flavor, yet remains crisp and clean.","Smell and taste for the wine’s signature lychee character. It’s what makes this variety perfect with Asian and Indian food, and other dishes with heat.",Pale Straw,"Ancient Lakes of the Columbia Valley is one of the coolest, driest wine regions in the world, with only six inches of annual rainfall each year. The days are sunny and breezy, and the chilly nights impart the grapes—and wine—with bright flavors. The conditions are so harsh, less than 1 percent of the Ancient Lakes region is actually planted with grapevines."
137,Breëland Wine Cellars,2015,"Wickus Erasmus is one of the fastest-rising stars in South African wine. He spent so much of his youth in vineyards near Cape Town, he didn’t need a formal wine education to land a job at Le Grand Chasseur—one of South Africa’s historic and most consistently award-winning wineries. He eventually earned a winemaking degree, at which point the Marais family entrusted Wickus, just 35, to try and repeat Le Grand Chasseur’s track record at Breëland. He’s off to a great start.  ",14.0,French Oak,Various.,,,"The climate in South Africa is similar to that of Bordeaux, the home of Malbec. But the grape is relatively rare in South Africa.",,"",,,9,3,7,,0,"Malbec is always a match for red meat, especially in Argentina. But a South African Malbec’s richer, more savory flavors match any bold-fl avored Asian dish with hoisin, or even spicy seafood. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/137/bottle_images/breeland-malbec.png,Breeland Farms,Red,"Breede River Valley, Western Cape, South Africa",Conventional ,https://d1zo0hr4fmj52a.cloudfront.net/wine/137/lifestyle_images/3442-my-ba-nov-2016-breeland-cellars.jpg,"Breëland Wine Cellars Malbec is a typical fruity Malbec—but it also has a savory, smoky character that’s a beloved signature of South African red wines.","The wine’s smoky, bacony note comes from the oak barrels used to age the wine. The barrels are flame-charred on the inside. ",Dark Purple,"The Breede River Valley is so wide and flat, it’s South Africa’s best spot for growing many fruits (not just grapes), as well as breeding racehorses. It is mild year-round, but completely encircled by mountains that trap heat in the summer. This speeds up the ripening of the grapes, which develops deeper, richer flavors in the wines."
138,Viale,2015,"After winemaker Grant Semmens spent a few years making Shiraz and raking in the awards, he decided it was time to have a little fun. His form of it: see what happens when you take a mild-climate Italian grape and expose it to the Australian sun. Purists would call it sacrilege, but Down Under, Sangiovese seems to magnify all its good qualities—more fruit flavor and more food-pairing possibilities. And no one’s asked Grant to give his awards back.",14.8,Stainless Steel and French Oak,Various,,,"Australian wineries began planting Sangiovese in the 1990s, but eventually gave up. Most of the vines were replanted in recent years, and now produce high-quality wines.",,"",,,5,6,6,,0,"If an Italian grandma would cook a particular dish, Sangiovese is a surefire pairing. And this variety’s brightness, unusual for a red grape, draws out the flavors of veggies especially well. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/138/bottle_images/viale-sangiovese.png,Various,Red,South Eastern Australia,Conventional ,https://d1zo0hr4fmj52a.cloudfront.net/wine/138/lifestyle_images/3471-my-ba-nov-2016-viale.jpg,"Viale Sangiovese is a red with all the same fruit character you expect from a Chianti (made predominantly from Sangiovese), but every flavor and aroma is dialed up to 11, Australian style. ","Look for the eucalyptus note, common in many Australian red wines. Some believe it’s a result of eucalyptus trees’ pollen blowing onto the grapes.",Garnet,"South Eastern Australia is one of a few winemaking hot spots Down Under, this 
one home to the country’s oldest and most prestigious producers. Vines thrive in the sunny, warm climate, with some more than a century old. Their roots reach several meters deep into the loamy limestone soil to pull water and flavor-enhancing nutrients into the tiny berries. "
140,Wyckoff Vineyard,2015,"In 1980, Gordon Hill walked straight from the University of Washington’s commencement ceremony into Château Ste. Michelle. He spent 25 years helping the winery collect gold medals and high scores from critics. All that experience led Gordon to Wyckoff  Vineyard, a small block of vines in the middle of a hops farm—the place he’d long sought to make the ideal wines to pair with food. Or, in his words: “Wines you can enjoy with dinner without getting all snockered.”",13.9,Stainless Steel ,Various,,,"Harvesting at night, when it’s cold, results in brighter, fresher wine. The grapes’ sugars are more stable and their acidity is at its highest level.",,"",,,6,5,0,,0,"Since this Chardonnay has crisp fruit flavors, with no oaky note, it’ll brighten most any vegetable or seafood dish. It’ll also liven up and cut the richness of fried foods.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/140/bottle_images/1478481934-41-4560/wyckoff-vineyard-chardonnay.png,Wykoff Vineyard,White,"Columbia Valley, Washington",Conventional ,https://d1zo0hr4fmj52a.cloudfront.net/wine/140/lifestyle_images/1478481934-41-2451/3323-my-ba-nov-2016-wyckoff-vineyard.jpg,"Wyckoff Vineyard Chardonnay is true to cool-climate styles of this grape—fruity, crisp and fresh. It’s the opposite of the rich, buttery California style achieved by oak-aging the wine.   ","You’ll taste the pear and pineapple at the front of your palate, and the citrus at the back—that’s the wine’s acidity, activating your salivary glands.",Pale Gold,"The Columbia Valley covers 11 million acres of Washington, with diverse microclimates and subregions that suit both red and white wine varieties. This wine comes from a high-desert area near the Cascade Mountains that receives almost no rainfall. The grapes grow and ripen quickly in the long, warm summer days, and retain their zestiness in the cold nights."
139,Shannon Ridge,2015,"Nobody in Lake County owns more vineyard land or releases more critically acclaimed wines than Clay Shannon, founder of Shannon Ridge. Not bad for a guy who started as an hourly vineyard worker 20 years ago. Spending all those years working the vines by hand helped Clay understand the environmental impact of farming on a vine-by-vine level. This inspired him to create the Ovis Cycle, an internationally recognized sustainable farming system built around sheep.",13.9,Stainless Steel and French Oak,Various,,,"Shannon Ridge’s use of sheep to mow and fertilize vineyards, in lieu of tractors, helps prevent erosion and reduces the threat of wildfires.",,"",,,7,3,5,,0,"Zin’s richness perfectly suits any seared meat. And in general, the bolder or spicier the flavors on the plate, the better match you have for the concentrated fruit flavors of Zin.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/139/bottle_images/1478482001-53-0586/shannon-ridge-zin.png,Finley Vineyard,Red,"Big Valley District, Lake County, California",Certified Sustainable ,https://d1zo0hr4fmj52a.cloudfront.net/wine/139/lifestyle_images/1478482001-53-1917/3358-my-ba-nov-2016-shannon-ridge.jpg,Shannon Ridge Zinfandel is full and rich—but without the excessive oak and sugar of a more typical California Zin.,"While a fruity Zin can seem sweet, a high-quality wine—like this—contains very little sugar.",Dark Purple,"Lake County, just north of Napa, is divided into five small grape-growing areas. Big Valley District sits at 1,400 feet in elevation, where the grapes are exposed to more intense sunlight. But the cool temperatures slow the ripening process, so the grapes develop intense flavors. It’s why they’re often used to add flavor to Napa wines."
143,Clayhouse,2015,"Malvasia is the wine Italians quaff with a Saturday lunch, followed by a snooze. It’s known as much for this function as for bright flavors, which is why when Blake Kuhn whimsically planted Malvasia vines in Paso Robles, he expected to use the wine only to enhance other blends. Instead he got a wine—intensely floral and fruity—too delicious to play a supporting role. By giving Malvasia the California treatment, Blake’s elevated the grape from afternoon sipper to dinner enhancer.",14.8,"Stainless steel, 2% French oak",Various,,,Winemaking began in Paso Robles 60 years before California was even a state. Franciscan friars brought winemaking to the region in 1790.,,"",,,6,6,0,,0,"Wines known more for their aromas than their flavors—Malvasia is one—always pair with fragrant dishes that make your tummy rumble. Anything spicy, Asian or roasted will work.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/143/bottle_images/1478290838-41-2548/Clayhouse-MB-PP.png,Red Cedar Vineyard,White,"Paso Robles Estrella District, Paso Robles, California",Certified sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/143/lifestyle_images/1480781833-10854-6686/4494-my-ba-dec-2016-clayhouse_web.jpg,"Clayhouse Malvasia Bianca is a California twist on an everyday Italian white. Under the Paso Robles sun, this wine developed more fruit flavor, more floral aromas and more everything.","Take a moment to enjoy Malvasia’s intense  oral aromas, which should get your mouth watering before you even taste the wine.",Pale straw,"Paso Robles is known for its 100-degree days and 40- to 50-degree nights—conditions that winemakers love, since they result in big fruit flavors and palate-cleansing brightness. Estrella District is at the extreme end of that diurnal swing, since it’s an inland, higher-elevation area where the sunshine is stronger and the evening temperatures cooler."
145,Fabre,2014,"Most of us spent our summer road trips muttering from the back seat, “Why couldn’t we go to Disney World?” Not Jean-Baptiste Fabre. He tagged along as his wine-merchant grandfather drove from vineyard to vineyard, tasting, buying and selling wines. Jean-Baptiste built a wealth of local knowledge, plus an understanding of how the Carignan grape adds complexity and freshness to a red wine. This one’s delicious because Jean-Baptiste never asked for a Disney detour. This wine is a blend of 30% Grenache, 30%  Carignan, 20% Syrah, 20% Mourvèdre",12.9,Stainless steel and concrete vats (no oak),Various,,,"France’s Languedoc region, of which Fitou is a part, produces more wine than all of the United States.",,"",,,7,6,7,,0,"The bigger the flavors on the plate, the bolder the red you should have in your glass. This wine will cut the richness of red meat or hearty winter dishes—especially tomato-based pastas.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/145/bottle_images/1478291952-62-5750/Fabre-Red-Wine-PP.png,Various,Red,"Fitou, Languedoc, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/145/lifestyle_images/1480781767-56-4197/4369-my-ba-dec-2016-fabre_web.jpg,"Fabre Red is a classic Mediterranean-style red, with the right balance of fruity and savory flavors, as well as robust tannins. There’s restraint, too, so this red won’t overpower food.","Note the wine’s herbal aroma. Some believe southern French red wines get this from the pollen of wild herbs, called garrigue.",Purple garnet,"Fitou sits in the foothills between the Pyrenees and the Mediterranean, near the France-Spain border. Because the vineyards are so close to the sea, there’s a perfect balance of humidity and dry air that keeps the vines healthy. The warm, sunny climate makes for riper, thicker-skinned grapes—and results in fuller-bodied wines."
24,Ventana Vineyards,2014,"Ventana owners Bruce Sterten, Sabrine Sterten and Randy Pura are committed to sustainable farming practices that reduce the environmental impact on their region—and result in top-quality grapes that are used to make award-winning wines year after year. The secret? Picking the grapes early, while the acidity levels are high—to lend zesty freshness—followed by aging in French oak for a hint of creaminess. This is a Chardonnay with a little something for everyone.",14.2,"30% new French oak, 70% neutral oak","Alluvial gravel, rock, sand and some silt",,,"Chardonnay has many different styles: typically unoaked and crisp in cooler climates, and fruitier and richer in warmer regions.
",,"",,,5,7,1,,0,"Chardonnay equals versatility when it balances fruit flavors with freshness. The fruit enhances the sweetness of fall vegetables like squash, and the brightness acts like a squeeze of lemon on fried food.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/24/bottle_images/ventana-jan.png,Ventana Vineyards,White,"Arroyo Seco, California, USA",Sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/24/lifestyle_images/8892-my-ba-ventana-chardonnay.jpg,"Ventana Vineyards Chardonnay is a classic. It has the fruit and toasty flavors you expect from a California white, and the calling-card crispness of a cool-region vineyard.","Note the smooth feel of the wine on your palate. This is from aging in oak, which also imparts the toast and vanilla flavors.",Golden straw yellow,"Located in the Salinas Valley, near Monterey Bay, Ventana’s vines benefit from the foggy climate created by the cold waters of the bay. Each morning the sun warms the valley before cooler afternoon temperatures roll in and slow the grapes’ buildup of sugars. This ultimately gives the wine more intense flavors."
146,Vigilance,2015,"Winemaker Joy Merrilees grew up in Lake County, California, but she made wine pretty much everywhere else first—including for critically acclaimed producers in New Zealand, Australia and Oregon. One of the best things about making wine in her hometown: the vigilant pack of dogs that protects the sheep that mow the vineyards. This wine, named for them, could as easily been named Patience—the dogs spend the most time in the Syrah vineyard, the last to be harvested each fall.",13.9,French and American oak,Various,,,Napa producers are allowed to blend in a small percentage of wine from outside their region. They turn to Lake County wine for more complex flavors,,"",,,8,4,7,,0,"Syrah loves almost any dish with a spicy kick because of the grape’s signature peppery note. Plus, its full fruit flavors stand up to rich comfort foods. Think pizza or winter stews.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/146/bottle_images/1478290049-56-6189/Vigilance-SYR-PP-_1_.png,Shannon Ridge,Red,"Red Hills Lake County, California, USA",Certified sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/146/lifestyle_images/1480781734-35-6779/4337-my-ba-dec-2016-vigilance_web.jpg,"Vigilance Syrah is the best of both worlds, Old and New. It has California’s fruitiness, but also the complex spice note the grape retains in France’s northern Rhône Valley.","Inhale gently for Syrah’s subtle black-pepper aroma—it’s a signature of cool-climate Syrah, and opens up more food-pairing possibilities.",Dark Purple,"Lake County, just north of Napa, is divided into five grape-growing areas. Red Hills’ climate is similar to that of France’s Rhône Valley, where the cool air preserves Syrah’s subtle black-pepper note (it ripens out in warm places such as Australia). The Vigilance grapes come from a tiny vineyard at the bottom of a hill in the coolest part of the region."
148,Seigneurie de Châtillon,2015,"There are two ways to get bright, fresh Chardonnays from Burgundy’s Mâconnais region: surrender a small fortune or follow a great winemaker. We prefer the latter, specifically Jean-Philippe Hanchin. He’s made it his mission to identify small sections of the area’s top-quality vineyards and create crisp, flavorful Chardonnays without the typical Burgundy price tag. Europe’s wine critics have loved Jean-Philippe’s wines for years, and now the secret’s out.",14.0,Stainless steel (no oak),Various,,,"If you see the Mâcon name on a label followed by a village name, that means the wine is made only of grapes grown near that particular village.",,"",,,6,6,0,,0,"It has the body to stand up to rich or bold-flavored foods, and the crispness to complement veggies. A tip: Where there’s butter, lemon or both, say yes to white Burgundy",,https://d1zo0hr4fmj52a.cloudfront.net/wine/148/bottle_images/1480953661-53-3655/SDC-CH-Macon-Villages-btl_Shadow.png,Various,White,"Mâcon-Villages, Burgundy, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/148/lifestyle_images/1483476046-26-2509/8160-my-ba-jan-2017-macon-villages_bottle.jpg,"Seigneurie de Châtillon has the classic, crisp style the region’s Chardonnays are known for. The wine displays a perfect balance between its fruit and mineral flavors.","It has the body to stand up to rich or bold-flavored foods, and the crispness to complement veggies. A tip: Where there’s butter, lemon or both, say yes to white Burgundy.",Pale straw,"Mâcon is a town in Burgundy’s southernmost region, the Mâconnais. Since this is the warmest part of the province, the grapes develop fuller fruit flavors on top of Burgundy’s signature crushed-stone, or mineral, note. Mâcon-Villages means the wine is high quality and made of grapes from specific, prestigious vineyards near two or more of Mâcon’s nearby villages."
161,HardCORE,2013,"",15.1,"","",,,"",,"",,,,,,,,"",,,,Red,"Central Coast, California","",,"","","",""
160,Le P'tit Paysan,2016,"",11.4,"","",,,"",,"",,,,,,,,"",,,,Red,"Monterey, California","",,"","","",""
162,"DeSante ""L'Atelier""",2016,"",12.5,"","",,,"",,"",,,,,,,,"",,,,Red,"Napa Valley, California","",,"","","",""
149,Fabre,2015,"Minervois is enjoying the hype of an up-and-coming region, even though Roman settlers brought winemaking here a few thousand years ago. The excitement is due to the recent phenomenon of fruity, crowd-pleasing wines, a trend led by winemaker Jean-Baptiste Fabre (this is the second red he’s made for us). By controlling crop yields and crushing the grapes gently, he’s leading the area’s stylistic shift to brighter flavors with more food-pairing possibilities. The Romans would be proud. This wine is blend of 40% Syrah, 30% Grenache, 20% Carignan, and 10% Mourvèdre.",13.3,Stainless steel and concrete vats,Various,,,"Even though Minervois is one of the world’s oldest winemaking areas, it only became an officially recognized region in 1985.",,"",,,8,5,7,,0,"The heavier, meatier or cheesier the dish, the more it’ll match a southern French red. This wine’s full fruit flavors stand up to the richness on the plate, while its freshness helps cut it.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/149/bottle_images/1480954706-11946-5262/Fabre-MIN_btl-HR_Shadow.png,Various,Red,"Minervois, Languedoc-Roussillon, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/149/lifestyle_images/1483476081-29-3705/8197-my-ba-jan-2017-fabre-minervois.jpg,"Fabre Red is a full-bodied wine, but this is a bit lighter on its feet—not to mention livelier and fresher—than a typical Minervois, which can overpower food.","Note how the wine’s tannins quickly dry your palate, priming you for the next bite of food. This makes Minervois a good match for rich, meaty dishes.",Dark Purple,"Minervois is in a section of southern France with a winemaking history dating back 8,000 years. The warm, sun-exposed vineyards are relatively far inland, with little exposure to cooling Mediterranean breezes. This helps the grapes mature faster, resulting in riper, thicker-skinned grapes—and wines with more concentrated flavors and noticeable tannins."
150,Cave de Fleurie,2014,"You might know Beaujolais as the home of Nouveau—the slightly sweet, unaged wine in fluorescent bottles that pop up in November. But you’re better off knowing Beaujolais for Fleurie—a small sliver of the region that makes awesome, age-worthy reds beloved by sommeliers. Jérôme Donzel, the cellar master at Cave de Fleurie, is the area’s top talent, just as his father and grandfather were. Your first sip of this Fleurie will make Beaujolais Nouveau a distant memory.",12.9,Stainless steel and concrete vats,Various,,,"Beaujolais Nouveau wines cannot be aged for more than a few months, whereas Fleurie and other high-end Beaujolais can age well for five or more years.",,"",,,5,6,6,,0,"Gamay’s like a brighter take on Pinot Noir, so similar pairing rules often apply: Pork is perfection, as is cheese. But this wine’s freshness helps it complement spicy foods, whereas Pinot would overpower it.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/150/bottle_images/1480955986-2639-2356/Cave-de-Fleurie_btl_Shadow.png,Various,Red,"Fleurie, Beaujolais, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/150/lifestyle_images/1483476110-56-2435/8235-my-ba-jan-2017-cave-de-fleurie-beaujolais.jpg,Cave de Fleurie is classic in style for higher-end Beaujolais reds. It strikes a perfect balance between fruity and savory flavors—just as a great Gamay is known to do. ,"Take in the wine’s herbal, spicy aromas, which give the wine more food-pairing possibilities— especially dishes with aromatic power of their own.",Garnet,"Fleurie is one of 10 small subregions of Beaujolais, which is part of Burgundy. Gamay, the only red grape that grows in Beaujolais, is a brighter, fresher relative of Pinot Noir. Warmer than the rest of Burgundy, Beaujolais has an earlier harvest and wines with livelier flavors. Fleurie, French for “flowery,” is aptly named: The wines often have floral aromas."
152,Westmount,2015,"Laurent Montalieu studied at Bordeaux’s Institute of Enology, the world’s most prestigious winemaking school—even though he really wanted to be a ski bum. He came stateside in 1989 to hit the slopes, and paid for his lift tickets with winemaking jobs. Laurent ended up at Willamette’s WillaKenzie Estate, where his wines earned high scores and gold medals galore. Now running his own winery, Laurent’s training a new generation of winemaking hikers, climbers and ski bums.",13.4,Stainless steel (no oak),Various,,,"Pinot Gris grape is native to the France’s Burgundy region, but it’s seldom planted there. What few vines there are grow among Pinot Noir plots.",,"",,,6,7,0,,2,This Pinot Gris is a great winter white. It has the body to stand up to bold flavors; its subtle sweetness dials down spicy heat; and its freshness cuts the richness of roasted or buttery flavors.,,https://d1zo0hr4fmj52a.cloudfront.net/wine/152/bottle_images/1480957614-59-7767/westmount-mock_shadow.png,Various,White,"Willamette Valley, Oregon, USA",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/152/lifestyle_images/1483476145-23-9225/8177-my-ba-jan-2017-westmount.jpg,"Westmount Pinot Gris is similar to the classic, crisp style you find in Europe’s cool climates—but with a fuller body and more concentrated fruit flavors from Oregon’s sunny growing season.",This Pinot Gris is a great winter white. It has the body to stand up to bold flavors; its subtle sweetness dials down spicy heat; and its freshness cuts the richness of roasted or buttery flavors.,Pale straw,"The Willamette Valley spans 3 million acres— much of it wild, untouched land. The vineyards inhabit several distinct subregions; Pinot Gris grows particularly well in the cooler ones, such as the Van Duzer Corridor. Westmount’s vineyards in this area are exposed to chilly air from the Pacific, which helps the grapes retain their bright, fresh flavors."
155,Arco von Kammersbründl,2015,"In 1922, biologist Fritz Zweigelt crossed two grape varieties—and rather than name the new grape after himself, he called it Rotberger. Fortunately, the grape was embraced not for its name but for its bright fruit flavors and peppery kick. The grape eventually got a name change and became the most popular red wine variety in Austria since it pairs so well with food. This Zweigelt was grown by the Baumgartner family, which has won awards and trophies around the world.",12.8,Concrete vats (no oak),Various,,,Zweigelt grows so well and produces such high yields outside its climate sweet spot that the variety is planted as far away as England and Japan.,,"",,,6,6,6,,0,"Zweigelt is like the perfect travel companion: It goes with almost any dish in the world. Zweigelt’s fruit flavors and spiciness complement Asian, Mexican, Indian— even pizza.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/155/bottle_images/1483634297-68-2354/Arco-Van-Kammer---Z_10C2A57.png,Wieland Baumgartner,Red,"Niederösterreich, Austria",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/155/lifestyle_images/1482272607-56-6251/9250-my-ba-feb-2017-arco-von-kammersbrundl-zweigelt.jpg,"Arco von Kammersbründl Zweigelt is true to the classic, beloved style: equal parts fruity and spicy. The underlying zestiness freshens your palate for another sip or bite of food.",Smell and taste for the grape’s trademark peppery character. It’s what makes Zweigelt so good with food—like grinding fresh pepper over a dish.,Garnet,"Niederösterreich—Lower Austria, even though it’s in the northeast corner—is Austria’s largest and most prestigious wine region, comprising eight smaller, distinct areas. In general, Niederösterreich’s warm days accelerate ripening and cool nights preserve the grapes’ freshness. This climate is perfect for Zweigelt, the second-most-planted grape in Austria."
159,Cave de Theizé,2014,"Never heard of Theizé? Turns out this small French village’s obscurity has led to seriously tasty wines. The rules governing winemaking in Burgundy’s regions with major name recognition don’t apply here, so a young winemaker like Didier Falque is free to experiment. Using the town’s best Pinot Noir and Gamay plots, plus modern winemaking techniques, Didier’s put Theizé on the map—and made Coteaux Bourguignons a name worth remembering for great-quality reds. This wine is a blend of 90% Gamay and 10% Pinot Noir",12.5,Stainless steel and concrete vats,Various,,,"A wine labeled as Coteaux Bourguignons means that it could be made of grapes grown in several areas within Burgundy, then blended together.",,"",,,6,7,7,,0,"Gamay is similar to Pinot Noir, so pair this wine with Pinot’s best friend: pork. The wine’s juicy berry flavors complement Mexican flavors, and its earthy note enhances roasted veggies",,https://d1zo0hr4fmj52a.cloudfront.net/wine/159/bottle_images/1483636263-35-6452/Cave-de-Theize-CB-PP.png,Various,Red,"Coteaux Bourguignons, Burgundy, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/159/lifestyle_images/1482272729-50-3829/9233-my-ba-feb-2017-cave-de-theize.jpg,"Cave de Theizé Coteaux Bourguignons Red is unlike most reds you’ve tasted. It has a big burst of bright fruit from the Gamay, accented by the savory undertone you find in some Pinots.",Sniff for the herbal notes the Pinot Noir brings to this wine. Those characters add the complexity that makes this red a great match with food.,Garnet,"Theizé is a beautiful village that hugs the border between Burgundy and the Rhône Valley. Because it’s the warmest part of Burgundy, at the southern end, the Pinot Noir and Gamay grapes develop brighter, fresher flavors than in the cooler, northern areas. All the grapes for this wine come from a few small vineyards surrounding Theizé."
158,Clayhouse Wines,2015,"If you’re a Paso Robles winemaker like Blake Kuhn, you make big, brawny red wines for a living—there’s no other option in the region’s warm climate. Blake’s form of escapism? Craft an elegant white wine now and again. Luckily, one of the most prestigious growers in cool-climate Santa Barbara sets aside some grapes for him each year. He uses them to make this Chardonnay with more complexity and less brute force. We all have to mix things up now and again, right?",14.1,100% French oak,Various,,,"A grape variety can be bred for certain traits— higher yields, weather resistance, etc. Each version is called a clone. There are 34 clones of Chardonnay in France alone.",,"",,,7,5,0,,0,"This Chardonnay has the heft to complement rich dishes—think anything buttery or cheesy. But the wine also has brightness and elegance, so it matches classic dishes with complex flavors, too.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/158/bottle_images/1483636628-35-7885/Clayhouse-Chard-PP.png,Various,White,"Santa Barbara County, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/158/lifestyle_images/1482272706-38-1447/9334-0117-my-ba-feb-2017-clayhouse.jpg,"Clayhouse Wines Chardonnay is exactly what you’d expect from Santa Barbara. It’s full of lush flavors, but there’s elegance and complexity, too—plenty of brains to go with all that brawn.","The grapes were pressed as whole bunches. Since the juice didn’t mix with the bitter-tasting grape skins, you won’t taste bitterness in the wine.",Straw,"Sunny Santa Barbara County is just a short drive north of Los Angeles, but breezes and fog rolling in from the Pacific make the region cooler than Sonoma, which is north of San Francisco. So Santa Barbara is paradise for Chardonnay grapes, which develop intense fruit flavors under the sunshine and retain zippy freshness from the cool air."
156,Two Jakes of Diamonds,2015,"Diamond Ridge Vineyards owner Jake Stephens has a rule at his vineyard: Always carry a jacket. Situated on a peninsula in Clear Lake, the vineyard sees daytime temperatures hover above 100, but in early afternoon the breezes over the water can cool the air by 50 degrees. They’re conditions that the Cabernet Franc grape loves for developing full, delicious fruit flavors. Speaking of which, Jake has another rule: “Drink what you like ... so long as it’s wine.”",13.3,Stainless steel and French oak,Various,,,"Lake County’s wine industry disappeared during Prohibition, then restarted in the ‘70s. Still, just 1% of the region’s 1,300 square miles are planted with vines.",,"",,,7,6,7,,0,"Cabernet Franc is equal parts strength and smarts. Its full body stands up to meaty, cheesy dishes, while its savory quality matches earthy fare—think dishes with mushrooms.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/156/bottle_images/1483640778-35-2068/Two-Jakes-CF-PP.png,Diamond Ridge Vineyards,Red,"Lake County, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/156/lifestyle_images/1482272646-47-3672/9355-0117-my-ba-feb-2017-two-jakes-diamonds.jpg,Two Jakes of Diamonds Cabernet Franc strikes an ideal balance between the fruity California style and the herbal French take on the grape. The flavors work together for ultimate drinkability.,Note this wine’s green-pepper character. It’s what helps this wine match food—and why a dab of Cab Franc is often added to Cabernet Sauvignon.,Purple garnet,"Lake County, just north of Napa, is a warm, sunny region with five distinct areas, each with different soils and microclimates suited to specific grape varieties. The peninsula on which Diamond Ridge’s vines are planted is extremely rocky, so pests and mildew can’t survive and harm the vines—and no pesticides are needed to grow healthy, flavorful grapes."
8,Starmont Winery,2014,"Eventually the kids grow up and move out. Starmont was born 25 years ago as a second, more affordable version of iconic Napa brand Merryvale—and began racking up dozens of 90-plus scores and gold medals. Starmont became so successful that about 10 years ago it became a stand-alone label and broke ground on its own winery and vineyard in the heart of Carneros. Winemaker Jeff Crawford has continued the award-winning run with complex wines such as this.",14.3,Stainless steel and French oak,"Diablo clay, Haire loam clay",,,Carneros encompasses parts of both Napa and Sonoma counties. It was among the first California wine districts to be defined by its climate rather than county lines.,"","",,,7,6,0,,0,"This is an any-situation Chardonnay. It has the fruitiness and body to stand up to buttery richness and hearty winter vegetables, and its brightness enlivens classic, elegant chicken dishes",,https://d1zo0hr4fmj52a.cloudfront.net/wine/8/bottle_images/starmont.png,Vallejo Vineyard and Ricci Vineyard,White,"Carneros, Sonoma County, California",Sustainable,,"Starmont Chardonnay is the best of both the Old and New Worlds: French-style crispness plus California fruitiness, with a subtle kiss of oak. This is a Chardonnay for everyone.",You can feel this wine on the sides and back of your mouth—it’s a more-full-bodied wine. Experts use the term “round” to describe a wine like this.,Straw yellow with golden edges,"Carneros, which sits just north of San Pablo Bay (the upper portion of San Francisco Bay), is one of California’s top spots for Chardonnay and Pinot Noir. Carneros gets plenty of sunshine, but the most important factor is the cool air blowing in from the bay as well as the Pacific. This slows the grapes’ ripening and imparts the wines with a crisp bite."
